,geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,DemandGen_spend,Conversions,Population,Revenue_Per_Conversion
4784,Virginia,2024-12-23,"2,020",987,"3,890",163,$991.34 ,$94.56 ,$44.96 ,$17.63 ,2,8642274,"$1,176 "
4785,Virginia,2024-12-30,"1,568","1,743","7,650",827,$546.85 ,$17.55 ,$49.21 ,$19.32 ,2,8642274,"$1,176 "
4786,Virginia,2025-01-06,"1,468","3,766","13,976","3,191",$374.49 ,$75.21 ,$59.70 ,$30.19 ,3,8642274,"$1,764 "
4787,Virginia,2025-01-13,"2,762","5,216","24,570","1,824",$914.25 ,$43.65 ,$61.80 ,$26.64 ,11,8642274,"$6,468 "
4788,Virginia,2025-01-20,"3,224","4,524","17,378","2,043","$1,273.95 ",$31.70 ,$83.93 ,$28.14 ,11,8642274,"$6,468 "
4789,Virginia,2025-01-27,"3,072","2,457","20,044","2,617","$1,310.96 ",$37.02 ,$60.51 ,$25.35 ,6,8642274,"$3,528 "
4790,Virginia,2025-02-03,"2,149","1,397","5,505","2,189",$942.54 ,$49.05 ,$31.66 ,$24.32 ,11,8642274,"$6,468 "
4791,Virginia,2025-02-10,"2,253",689,"1,452",684,"$1,095.09 ",$46.44 ,$22.28 ,$29.31 ,15,8642274,"$8,820 "
4792,Virginia,2025-02-17,"1,794",264,"1,396",686,$754.65 ,$5.84 ,$23.47 ,$21.27 ,5,8642274,"$2,940 "
4793,Wales,2024-02-19,,1,,, --,$0.00 , --, --,0,3105000,$0 
4794,Wales,2024-08-19,718,,,,$188.41 , --, --, --,1,3105000,$588 
4795,Wales,2024-08-26,"1,008",868,"1,140",,$278.64 ,$12.62 ,$7.35 , --,4,3105000,"$2,352 "
4796,Wales,2024-09-02,"1,061",153,"1,169",,$347.26 ,$3.00 ,$7.97 , --,4,3105000,"$2,352 "
4797,Wales,2024-09-09,929,266,917,,$391.39 ,$0.00 ,$5.56 , --,3,3105000,"$1,764 "
4798,Wales,2024-09-16,964,242,387,,$428.48 ,$4.92 ,$7.73 , --,4,3105000,"$2,352 "
4799,Wales,2024-09-23,812,842,"1,092",,$250.14 ,$3.93 ,$7.88 , --,7,3105000,"$4,116 "
4800,Wales,2024-09-30,946,892,747,,$357.86 ,$1.00 ,$5.65 , --,1,3105000,$588 
4801,Wales,2024-10-07,826,"2,355",487,,$333.39 ,$7.35 ,$5.26 , --,0,3105000,$0 
4802,Wales,2024-10-14,936,823,307,,$351.75 ,$12.42 ,$6.02 , --,1,3105000,$588 
4803,Wales,2024-10-21,764,"31,180",687,,$306.49 ,$10.53 ,$10.56 , --,4,3105000,"$2,352 "
4804,Wales,2024-10-28,658,"10,167",369,,$208.63 ,$3.75 ,$7.19 , --,1,3105000,$588 
4805,Wales,2024-11-04,467,127,178,,$139.44 ,$0.85 ,$3.17 , --,2,3105000,"$1,176 "
4806,Wales,2024-11-11,512,"4,075",84,,$164.98 ,$1.58 ,$3.16 , --,2,3105000,"$1,176 "
4807,Wales,2024-11-18,413,232,299,,$78.78 ,$0.29 ,$4.83 , --,0,3105000,$0 
4808,Wales,2024-11-25,375,45,336,,$60.82 ,$0.07 ,$7.29 , --,0,3105000,$0 
4809,Wales,2024-12-02,320,"2,013",263,,$97.94 ,$0.75 ,$5.18 , --,0,3105000,$0 
4810,Wales,2024-12-09,407,39,262,,$116.65 ,$0.00 ,$4.54 , --,1,3105000,$588 
4811,Wales,2024-12-16,493,176,205,,$115.36 ,$0.58 ,$6.47 , --,0,3105000,$0 
4812,Wales,2024-12-23,433,32,202,,$102.87 ,$0.00 ,$8.19 , --,0,3105000,$0 
4813,Wales,2024-12-30,364,"1,144",672,,$46.75 ,$1.00 ,$8.39 , --,0,3105000,$0 
4814,Wales,2025-01-06,98,765,"1,828",,$62.13 ,$0.60 ,$10.58 , --,0,3105000,$0 
4815,Wales,2025-01-13,574,104,"1,263",,$152.21 ,$0.00 ,$14.80 , --,1,3105000,$588 
4816,Wales,2025-01-20,947,24,"1,988",,$256.50 ,$0.32 ,$18.13 , --,2,3105000,"$1,176 "
4817,Wales,2025-01-27,861,49,609,,$152.02 ,$0.23 ,$20.24 , --,0,3105000,$0 
4818,Wales,2025-02-03,694,29,437,,$157.62 ,$1.25 ,$13.95 , --,0,3105000,$0 
4819,Wales,2025-02-10,604,148,376,,$144.64 ,$5.22 ,$9.38 , --,0,3105000,$0 
4820,Wales,2025-02-17,504,27,327,,$125.67 ,$0.00 ,$9.42 , --,1,3105000,$588 
4821,Washington,2023-09-25,245,96,,,$59.57 ,$0.41 , --, --,2,7796941,"$1,176 "
4822,Washington,2023-10-02,"1,589",431,"1,572",,$536.31 ,$3.74 ,$22.79 , --,3,7796941,"$1,764 "
4823,Washington,2023-10-09,"1,217",11,"3,231",,$365.10 ,$0.00 ,$42.98 , --,4,7796941,"$2,352 "
4824,Washington,2023-10-16,"1,317",92,"1,918",,$439.72 ,$4.57 ,$25.80 , --,4,7796941,"$2,352 "
4825,Washington,2023-10-23,"1,320","2,136","1,466",,$374.70 ,$19.01 ,$30.25 , --,6,7796941,"$3,528 "
4826,Washington,2023-10-30,"1,472","4,440","1,401",,$467.55 ,$4.27 ,$25.40 , --,5,7796941,"$2,940 "
4827,Washington,2023-11-06,"1,301",117,"1,534",,$441.17 ,$20.70 ,$26.65 , --,5,7796941,"$2,940 "
4828,Washington,2023-11-13,"1,505",96,"1,297",,$455.22 ,$9.09 ,$20.75 , --,5,7796941,"$2,940 "
4829,Washington,2023-11-20,"1,921",125,"1,231",,$496.96 ,$0.39 ,$20.58 , --,5,7796941,"$2,940 "
4830,Washington,2023-11-27,"1,726",83,"1,144",,$762.97 ,$0.62 ,$17.54 , --,10,7796941,"$5,880 "
4831,Washington,2023-12-04,"1,720",335,"1,686",,$747.87 ,$19.44 ,$27.21 , --,8,7796941,"$4,704 "
4832,Washington,2023-12-11,"1,428",436,"1,819",,$508.91 ,$8.42 ,$44.12 , --,6,7796941,"$3,528 "
4833,Washington,2023-12-18,"1,513",429,"3,090",,$616.07 ,$3.00 ,$53.89 , --,5,7796941,"$2,940 "
4834,Washington,2023-12-25,"3,522",233,"6,250",,"$1,036.53 ",$11.82 ,$70.34 , --,7,7796941,"$4,116 "
4835,Washington,2024-01-01,"3,799",24,"8,044",,$987.48 ,$0.00 ,$85.04 , --,4,7796941,"$2,352 "
4836,Washington,2024-01-08,"2,600",861,"6,375",,$617.36 ,$2.02 ,$82.14 , --,16,7796941,"$9,408 "
4837,Washington,2024-01-15,"1,650","1,622","5,265",,$415.08 ,$6.83 ,$90.14 , --,3,7796941,"$1,764 "
4838,Washington,2024-01-22,"1,565",464,"13,680",,$328.88 ,$5.50 ,$76.62 , --,4,7796941,"$2,352 "
4839,Washington,2024-01-29,"1,447",533,"8,141",,$321.88 ,$10.60 ,$83.36 , --,9,7796941,"$5,292 "
4840,Washington,2024-02-05,"1,417",910,"11,663",583,$497.62 ,$19.99 ,$118.21 ,$4.75 ,12,7796941,"$7,056 "
4841,Washington,2024-02-12,"1,886",407,"8,817","1,459",$462.75 ,$8.00 ,$100.49 ,$15.73 ,10,7796941,"$5,880 "
4842,Washington,2024-02-19,"2,745","3,497","12,267","1,240",$460.15 ,$39.23 ,$109.48 ,$10.03 ,7,7796941,"$4,116 "
4843,Washington,2024-02-26,"1,369","1,653","5,224",474,$374.27 ,$37.54 ,$57.82 ,$7.44 ,7,7796941,"$4,116 "
4844,Washington,2024-03-04,"1,406","2,518","6,745",817,$348.69 ,$13.39 ,$53.09 ,$9.91 ,4,7796941,"$2,352 "
4845,Washington,2024-03-11,"2,076","2,073","9,114","1,937",$621.45 ,$11.97 ,$111.52 ,$18.67 ,6,7796941,"$3,528 "
4846,Washington,2024-03-18,"2,167","1,890","8,813",355,$711.20 ,$35.43 ,$101.60 ,$2.01 ,15,7796941,"$8,820 "
4847,Washington,2024-03-25,"1,319","2,559","6,180",,$386.91 ,$24.56 ,$88.56 , --,6,7796941,"$3,528 "
4848,Washington,2024-04-01,625,"2,771","4,356",,$313.11 ,$20.88 ,$42.43 , --,2,7796941,"$1,176 "
4849,Washington,2024-04-08,642,518,"3,509",,$292.47 ,$23.18 ,$37.27 , --,2,7796941,"$1,176 "
4850,Washington,2024-04-15,674,678,"3,434",,$270.04 ,$9.14 ,$36.02 , --,1,7796941,$588 
4851,Washington,2024-04-22,876,798,"3,473",,$642.41 ,$7.03 ,$35.49 , --,2,7796941,"$1,176 "
4852,Washington,2024-04-29,830,"2,227","4,454",,$463.62 ,$26.27 ,$52.06 , --,8,7796941,"$4,704 "
4853,Washington,2024-05-06,912,"2,700","4,133",,$495.88 ,$22.93 ,$58.83 , --,0,7796941,$0 
4854,Washington,2024-05-13,822,"6,013","3,975",,$443.23 ,$27.48 ,$54.39 , --,1,7796941,$588 
4855,Washington,2024-05-20,800,"1,651","4,037",,$497.61 ,$28.68 ,$53.38 , --,3,7796941,"$1,764 "
4856,Washington,2024-05-27,798,"1,066","3,654",,$377.90 ,$44.54 ,$50.60 , --,6,7796941,"$3,528 "
4857,Washington,2024-06-03,796,689,"1,681",,$341.17 ,$38.59 ,$27.17 , --,2,7796941,"$1,176 "
4858,Washington,2024-06-10,861,550,626,,$430.46 ,$36.35 ,$16.21 , --,2,7796941,"$1,176 "
4859,Washington,2024-06-17,849,556,"3,442",,$287.32 ,$19.83 ,$51.25 , --,1,7796941,$588 
4860,Washington,2024-06-24,933,444,"3,579",,$379.05 ,$16.60 ,$50.19 , --,0,7796941,$0 
4861,Washington,2024-07-01,790,"2,573","3,670",,$309.69 ,$15.63 ,$40.42 , --,0,7796941,$0 
4862,Washington,2024-07-08,480,"1,067","2,208",,$236.08 ,$1.57 ,$28.08 , --,0,7796941,$0 
4863,Washington,2024-07-22,"1,002","1,552","3,880",,$340.83 ,$18.11 ,$53.55 , --,2,7796941,"$1,176 "
4864,Washington,2024-07-29,"1,135","6,750","2,855",,$315.63 ,$78.21 ,$49.94 , --,4,7796941,"$2,352 "
4865,Washington,2024-08-05,"1,153","5,959","3,253",,$335.34 ,$79.97 ,$48.21 , --,6,7796941,"$3,528 "
4866,Washington,2024-08-12,"1,157","3,548","3,161",174,$362.36 ,$3.52 ,$50.53 ,$3.91 ,5,7796941,"$2,940 "
4867,Washington,2024-08-19,933,666,"3,556",502,$409.64 ,$4.65 ,$50.44 ,$11.02 ,3,7796941,"$1,764 "
4868,Washington,2024-08-26,"1,168","1,241","3,147","1,818",$489.26 ,$88.20 ,$42.70 ,$6.77 ,3,7796941,"$1,764 "
4869,Washington,2024-09-02,"1,388","2,175","3,178",377,$399.37 ,$7.02 ,$45.56 ,$13.35 ,2,7796941,"$1,176 "
4870,Washington,2024-09-09,"1,107","1,811","2,786",193,$447.87 ,$24.15 ,$39.59 ,$2.09 ,3,7796941,"$1,764 "
4871,Washington,2024-09-16,942,"6,382","2,737",455,$471.49 ,$44.88 ,$37.21 ,$4.33 ,0,7796941,$0 
4872,Washington,2024-09-23,"1,110","9,025","2,587",396,$413.54 ,$42.36 ,$33.25 ,$5.45 ,4,7796941,"$2,352 "
4873,Washington,2024-09-30,"1,276","10,603","2,863",473,$406.06 ,$36.93 ,$35.99 ,$6.19 ,0,7796941,$0 
4874,Washington,2024-10-07,"1,297","1,179","2,353",240,$571.72 ,$19.30 ,$34.12 ,$7.06 ,1,7796941,$588 
4875,Washington,2024-10-14,"1,207","1,145","1,583",284,$520.39 ,$172.21 ,$23.51 ,$10.42 ,4,7796941,"$2,352 "
4876,Washington,2024-10-21,999,109,"2,635",289,$500.81 ,$7.68 ,$21.80 ,$3.31 ,3,7796941,"$1,764 "
4877,Washington,2024-10-28,936,409,"1,443",417,$312.61 ,$0.00 ,$27.46 ,$7.30 ,2,7796941,"$1,176 "
4878,Washington,2024-11-04,"1,319","4,181","2,421",470,$576.45 ,$121.66 ,$30.95 ,$7.65 ,3,7796941,"$1,764 "
4879,Washington,2024-11-11,"1,788","11,335","1,440",295,$537.82 ,$125.93 ,$32.88 ,$6.91 ,1,7796941,$588 
4880,Washington,2024-11-18,"1,556","9,117","5,178",323,$576.09 ,$59.32 ,$33.26 ,$9.37 ,1,7796941,$588 
4881,Washington,2024-11-25,"1,191","2,698","4,355",270,$425.99 ,$47.19 ,$34.62 ,$3.62 ,2,7796941,"$1,176 "
4882,Washington,2024-12-02,"1,285","5,340","4,661",674,$548.14 ,$31.87 ,$39.41 ,$6.09 ,1,7796941,$588 
4883,Washington,2024-12-09,"1,302","3,245","4,936",391,$416.98 ,$31.87 ,$37.49 ,$1.78 ,1,7796941,$588 
4884,Washington,2024-12-16,"1,125","2,045","3,075",114,$347.69 ,$86.16 ,$43.19 ,$13.19 ,5,7796941,"$2,940 "
4885,Washington,2024-12-23,"1,073",445,"3,628",130,$410.60 ,$25.12 ,$34.69 ,$2.85 ,0,7796941,$0 
4886,Washington,2024-12-30,928,927,"7,936",677,$264.05 ,$26.59 ,$38.95 ,$13.76 ,0,7796941,$0 
4887,Washington,2025-01-06,802,"2,318","10,919","3,814",$178.45 ,$22.31 ,$52.36 ,$20.22 ,2,7796941,"$1,176 "
4888,Washington,2025-01-13,"1,607","3,119","14,038","1,918",$360.33 ,$21.63 ,$56.31 ,$29.90 ,5,7796941,"$2,940 "
4889,Washington,2025-01-20,"1,965","2,643","8,256","1,831",$581.65 ,$21.55 ,$47.03 ,$33.86 ,6,7796941,"$3,528 "
4890,Washington,2025-01-27,"1,910","1,191","7,139","3,393",$564.95 ,$13.85 ,$38.38 ,$41.04 ,11,7796941,"$6,468 "
4891,Washington,2025-02-03,"1,286",675,"2,353","2,781",$481.77 ,$29.90 ,$25.18 ,$27.43 ,1,7796941,$588 
4892,Washington,2025-02-10,"1,217",292,"1,260",731,$405.78 ,$9.25 ,$20.20 ,$24.80 ,5,7796941,"$2,940 "
4893,Washington,2025-02-17,"1,076",159,"1,066",814,$284.88 ,$11.15 ,$18.25 ,$24.34 ,3,7796941,"$1,764 "
4894,West Virginia,2023-09-25,33,15,,,$4.15 ,$0.00 , --, --,0,1782959,$0 
4895,West Virginia,2023-10-02,143,54,120,,$23.42 ,$0.00 ,$1.16 , --,0,1782959,$0 
4896,West Virginia,2023-10-09,95,3,275,,$44.21 ,$0.00 ,$2.70 , --,1,1782959,$588 
4897,West Virginia,2023-10-16,77,14,146,,$29.52 ,$0.00 ,$1.89 , --,0,1782959,$0 
4898,West Virginia,2023-10-23,80,629,127,,$30.95 ,$0.00 ,$1.63 , --,1,1782959,$588 
4899,West Virginia,2023-10-30,82,"1,643",129,,$19.26 ,$6.94 ,$2.12 , --,0,1782959,$0 
4900,West Virginia,2023-11-06,82,10,92,,$20.26 ,$0.00 ,$1.49 , --,0,1782959,$0 
4901,West Virginia,2023-11-13,79,14,143,,$50.13 ,$0.00 ,$2.16 , --,1,1782959,$588 
4902,West Virginia,2023-11-20,164,23,97,,$42.33 ,$0.00 ,$1.80 , --,0,1782959,$0 
4903,West Virginia,2023-11-27,116,16,105,,$34.12 ,$0.35 ,$2.57 , --,0,1782959,$0 
4904,West Virginia,2023-12-04,119,72,176,,$63.57 ,$1.44 ,$2.63 , --,3,1782959,"$1,764 "
4905,West Virginia,2023-12-11,119,74,201,,$61.15 ,$0.90 ,$3.30 , --,0,1782959,$0 
4906,West Virginia,2023-12-18,128,39,272,,$44.67 ,$5.30 ,$5.20 , --,0,1782959,$0 
4907,West Virginia,2023-12-25,291,33,532,,$143.47 ,$0.00 ,$7.27 , --,3,1782959,"$1,764 "
4908,West Virginia,2024-01-01,312,24,754,,$121.49 ,$0.00 ,$11.26 , --,1,1782959,$588 
4909,West Virginia,2024-01-08,190,421,544,,$95.93 ,$0.00 ,$10.46 , --,0,1782959,$0 
4910,West Virginia,2024-01-15,149,152,556,,$44.31 ,$0.00 ,$10.16 , --,1,1782959,$588 
4911,West Virginia,2024-01-22,121,24,"1,689",,$56.37 ,$0.00 ,$8.76 , --,0,1782959,$0 
4912,West Virginia,2024-01-29,93,48,819,,$23.65 ,$8.36 ,$9.45 , --,1,1782959,$588 
4913,West Virginia,2024-02-05,90,89,"1,462",54,$26.32 ,$3.66 ,$13.22 ,$0.34 ,0,1782959,$0 
4914,West Virginia,2024-02-12,125,47,839,176,$46.38 ,$0.15 ,$9.73 ,$1.87 ,0,1782959,$0 
4915,West Virginia,2024-02-19,178,765,"1,051",132,$49.51 ,$10.84 ,$12.04 ,$0.71 ,3,1782959,"$1,764 "
4916,West Virginia,2024-02-26,129,273,565,123,$20.44 ,$4.17 ,$6.50 ,$0.56 ,0,1782959,$0 
4917,West Virginia,2024-03-04,102,474,"1,106",103,$35.49 ,$1.94 ,$7.28 ,$0.77 ,0,1782959,$0 
4918,West Virginia,2024-03-11,168,486,978,196,$58.93 ,$3.34 ,$10.36 ,$0.79 ,1,1782959,$588 
4919,West Virginia,2024-03-18,150,455,919,73,$34.01 ,$10.99 ,$11.58 ,$4.45 ,4,1782959,"$2,352 "
4920,West Virginia,2024-03-25,137,225,641,,$47.29 ,$4.77 ,$8.57 , --,0,1782959,$0 
4921,West Virginia,2024-04-01,75,124,316,,$52.45 ,$3.56 ,$3.38 , --,0,1782959,$0 
4922,West Virginia,2024-04-08,105,32,244,,$56.49 ,$1.07 ,$2.90 , --,0,1782959,$0 
4923,West Virginia,2024-04-15,72,22,233,,$70.55 ,$0.00 ,$2.67 , --,0,1782959,$0 
4924,West Virginia,2024-04-22,136,115,241,,$73.60 ,$0.00 ,$2.56 , --,0,1782959,$0 
4925,West Virginia,2024-04-29,113,223,382,,$63.11 ,$5.28 ,$4.18 , --,0,1782959,$0 
4926,West Virginia,2024-05-06,136,192,341,,$57.10 ,$0.00 ,$4.75 , --,2,1782959,"$1,176 "
4927,West Virginia,2024-05-13,127,503,339,,$92.67 ,$4.61 ,$5.12 , --,2,1782959,"$1,176 "
4928,West Virginia,2024-05-20,106,209,291,,$63.47 ,$0.00 ,$5.76 , --,0,1782959,$0 
4929,West Virginia,2024-05-27,114,115,288,,$51.43 ,$19.46 ,$3.59 , --,1,1782959,$588 
4930,West Virginia,2024-06-03,139,105,119,,$67.26 ,$0.00 ,$1.99 , --,2,1782959,"$1,176 "
4931,West Virginia,2024-06-10,139,49,64,,$100.22 ,$0.00 ,$2.06 , --,3,1782959,"$1,764 "
4932,West Virginia,2024-06-17,136,48,253,,$81.09 ,$0.00 ,$3.89 , --,0,1782959,$0 
4933,West Virginia,2024-06-24,159,30,338,,$86.25 ,$0.00 ,$4.88 , --,0,1782959,$0 
4934,West Virginia,2024-07-01,153,173,312,,$66.77 ,$4.26 ,$3.45 , --,0,1782959,$0 
4935,West Virginia,2024-07-08,104,122,208,,$57.14 ,$0.00 ,$2.59 , --,0,1782959,$0 
4936,West Virginia,2024-07-22,248,68,356,,$77.75 ,$1.87 ,$3.90 , --,0,1782959,$0 
4937,West Virginia,2024-07-29,312,338,255,,$55.93 ,$0.33 ,$2.73 , --,1,1782959,$588 
4938,West Virginia,2024-08-05,271,384,265,,$112.15 ,$0.27 ,$4.04 , --,2,1782959,"$1,176 "
4939,West Virginia,2024-08-12,231,195,290,14,$57.05 ,$0.61 ,$3.97 ,$0.46 ,0,1782959,$0 
4940,West Virginia,2024-08-19,200,110,283,25,$81.54 ,$0.03 ,$3.91 ,$0.25 ,1,1782959,$588 
4941,West Virginia,2024-08-26,271,57,246,135,$181.20 ,$0.06 ,$3.10 ,$1.18 ,1,1782959,$588 
4942,West Virginia,2024-09-02,279,49,235,11,$153.91 ,$0.00 ,$3.29 ,$0.10 ,2,1782959,"$1,176 "
4943,West Virginia,2024-09-09,200,64,245,14,$50.67 ,$5.56 ,$2.92 ,$0.03 ,3,1782959,"$1,764 "
4944,West Virginia,2024-09-16,166,356,273,18,$47.39 ,$4.59 ,$3.88 ,$0.13 ,0,1782959,$0 
4945,West Virginia,2024-09-23,171,598,357,26,$67.40 ,$4.03 ,$5.85 ,$0.20 ,0,1782959,$0 
4946,West Virginia,2024-09-30,182,653,366,35,$50.24 ,$10.47 ,$4.84 ,$0.76 ,0,1782959,$0 
4947,West Virginia,2024-10-07,190,58,267,14,$5.30 ,$2.97 ,$3.88 ,$0.46 ,0,1782959,$0 
4948,West Virginia,2024-10-14,178,68,202,30,$187.89 ,$1.33 ,$3.11 ,$0.30 ,1,1782959,$588 
4949,West Virginia,2024-10-21,151,22,617,32,$133.96 ,$0.00 ,$3.61 ,$0.15 ,1,1782959,$588 
4950,West Virginia,2024-10-28,157,25,99,38,$132.20 ,$0.00 ,$2.47 ,$0.14 ,1,1782959,$588 
4951,West Virginia,2024-11-04,263,182,105,29,$306.04 ,$2.17 ,$1.68 ,$0.39 ,1,1782959,$588 
4952,West Virginia,2024-11-11,359,308,123,29,$126.08 ,$3.04 ,$3.70 ,$0.40 ,0,1782959,$0 
4953,West Virginia,2024-11-18,252,200,593,23,$124.32 ,$0.00 ,$2.14 ,$1.14 ,1,1782959,$588 
4954,West Virginia,2024-11-25,230,84,430,13,$96.66 ,$6.10 ,$2.84 ,$0.04 ,0,1782959,$0 
4955,West Virginia,2024-12-02,212,125,269,27,$82.41 ,$5.50 ,$2.90 ,$0.07 ,0,1782959,$0 
4956,West Virginia,2024-12-09,235,113,288,20,$104.51 ,$1.85 ,$2.67 ,$0.02 ,2,1782959,"$1,176 "
4957,West Virginia,2024-12-16,228,120,222,13,$85.41 ,$13.45 ,$2.33 ,$0.01 ,0,1782959,$0 
4958,West Virginia,2024-12-23,237,10,228,11,$81.48 ,$0.00 ,$2.85 ,$0.01 ,0,1782959,$0 
4959,West Virginia,2024-12-30,122,18,413,50,$53.15 ,$0.01 ,$2.05 ,$1.74 ,0,1782959,$0 
4960,West Virginia,2025-01-06,127,60,467,150,$9.83 ,$8.34 ,$2.71 ,$0.36 ,0,1782959,$0 
4961,West Virginia,2025-01-13,264,78,693,110,$115.53 ,$3.10 ,$3.27 ,$4.68 ,2,1782959,"$1,176 "
4962,West Virginia,2025-01-20,427,72,413,91,$165.59 ,$0.34 ,$3.11 ,$1.66 ,2,1782959,"$1,176 "
4963,West Virginia,2025-01-27,445,26,424,212,$261.79 ,$0.00 ,$4.84 ,$6.20 ,1,1782959,$588 
4964,West Virginia,2025-02-03,301,21,138,177,$226.74 ,$0.00 ,$1.10 ,$2.41 ,3,1782959,"$1,764 "
4965,West Virginia,2025-02-10,363,23,108,53,$124.10 ,$0.93 ,$2.00 ,$1.63 ,5,1782959,"$2,940 "
4966,West Virginia,2025-02-17,219,5,107,44,$113.79 ,$0.00 ,$4.61 ,$1.89 ,4,1782959,"$2,352 "
4967,Wisconsin,2023-09-25,78,45,,,$7.04 ,$0.00 , --, --,0,5893718,$0 
4968,Wisconsin,2023-10-02,392,196,477,,$97.07 ,$6.19 ,$4.71 , --,2,5893718,"$1,176 "
4969,Wisconsin,2023-10-09,327,18,"1,123",,$70.69 ,$2.37 ,$14.05 , --,1,5893718,$588 
4970,Wisconsin,2023-10-16,324,42,577,,$74.76 ,$6.68 ,$9.89 , --,1,5893718,$588 
4971,Wisconsin,2023-10-23,366,734,464,,$133.55 ,$1.64 ,$7.58 , --,0,5893718,$0 
4972,Wisconsin,2023-10-30,508,"3,243",434,,$164.10 ,$5.42 ,$7.29 , --,0,5893718,$0 
4973,Wisconsin,2023-11-06,470,44,540,,$187.10 ,$0.00 ,$9.01 , --,3,5893718,"$1,764 "
4974,Wisconsin,2023-11-13,526,57,449,,$120.12 ,$0.00 ,$7.82 , --,1,5893718,$588 
4975,Wisconsin,2023-11-20,497,61,442,,$144.64 ,$0.00 ,$7.19 , --,1,5893718,$588 
4976,Wisconsin,2023-11-27,544,33,384,,$303.47 ,$0.96 ,$6.40 , --,3,5893718,"$1,764 "
4977,Wisconsin,2023-12-04,624,80,590,,$284.85 ,$5.10 ,$14.48 , --,2,5893718,"$1,176 "
4978,Wisconsin,2023-12-11,644,53,661,,$318.87 ,$2.55 ,$18.71 , --,2,5893718,"$1,176 "
4979,Wisconsin,2023-12-18,676,50,"1,072",,$259.18 ,$50.89 ,$17.55 , --,4,5893718,"$2,352 "
4980,Wisconsin,2023-12-25,"1,257",300,"1,828",,$495.38 ,$21.29 ,$25.29 , --,3,5893718,"$1,764 "
4981,Wisconsin,2024-01-01,"1,315",27,"2,286",,$493.52 ,$0.00 ,$29.82 , --,5,5893718,"$2,940 "
4982,Wisconsin,2024-01-08,714,197,"1,717",,$245.19 ,$0.00 ,$29.80 , --,2,5893718,"$1,176 "
4983,Wisconsin,2024-01-15,533,657,"1,527",,$152.20 ,$38.61 ,$26.53 , --,2,5893718,"$1,176 "
4984,Wisconsin,2024-01-22,522,141,"5,347",,$217.62 ,$3.08 ,$23.67 , --,2,5893718,"$1,176 "
4985,Wisconsin,2024-01-29,503,91,"2,653",,$239.68 ,$0.85 ,$23.87 , --,4,5893718,"$2,352 "
4986,Wisconsin,2024-02-05,525,138,"4,249",216,$247.30 ,$9.83 ,$37.19 ,$1.95 ,4,5893718,"$2,352 "
4987,Wisconsin,2024-02-12,574,82,"2,720",625,$169.25 ,$1.27 ,$28.43 ,$8.00 ,3,5893718,"$1,764 "
4988,Wisconsin,2024-02-19,853,"1,487","3,191",660,$143.82 ,$3.09 ,$27.91 ,$6.55 ,3,5893718,"$1,764 "
4989,Wisconsin,2024-02-26,404,776,"1,562",254,$114.29 ,$12.24 ,$17.59 ,$0.81 ,1,5893718,$588 
4990,Wisconsin,2024-03-04,372,"1,330","2,783",492,$90.70 ,$9.89 ,$19.66 ,$3.80 ,0,5893718,$0 
4991,Wisconsin,2024-03-11,666,"1,117","2,948",688,$277.63 ,$3.61 ,$29.50 ,$2.04 ,7,5893718,"$4,116 "
4992,Wisconsin,2024-03-18,704,995,"2,780",156,$223.73 ,$19.05 ,$24.57 ,$0.29 ,6,5893718,"$3,528 "
4993,Wisconsin,2024-03-25,614,"1,063","1,977",,$280.72 ,$22.31 ,$22.58 , --,3,5893718,"$1,764 "
4994,Wisconsin,2024-04-01,366,946,"1,287",,$168.34 ,$4.66 ,$12.48 , --,2,5893718,"$1,176 "
4995,Wisconsin,2024-04-08,278,182,"1,100",,$169.34 ,$2.84 ,$11.18 , --,0,5893718,$0 
4996,Wisconsin,2024-04-15,326,161,"1,110",,$158.16 ,$0.58 ,$12.20 , --,3,5893718,"$1,764 "
4997,Wisconsin,2024-04-22,410,424,"1,007",,$202.38 ,$0.86 ,$10.91 , --,0,5893718,$0 
4998,Wisconsin,2024-04-29,428,"1,220","1,354",,$235.43 ,$11.11 ,$13.54 , --,5,5893718,"$2,940 "
4999,Wisconsin,2024-05-06,436,"1,380","1,389",,$196.35 ,$10.00 ,$18.67 , --,2,5893718,"$1,176 "
5000,Wisconsin,2024-05-13,402,"3,362","1,244",,$165.67 ,$26.36 ,$16.53 , --,3,5893718,"$1,764 "
5001,Wisconsin,2024-05-20,428,705,"1,278",,$249.08 ,$8.28 ,$17.33 , --,2,5893718,"$1,176 "
5002,Wisconsin,2024-05-27,439,614,"1,176",,$256.11 ,$49.61 ,$15.08 , --,2,5893718,"$1,176 "
5003,Wisconsin,2024-06-03,526,634,543,,$294.76 ,$2.06 ,$10.20 , --,1,5893718,$588 
5004,Wisconsin,2024-06-10,504,373,251,,$281.50 ,$3.92 ,$4.32 , --,0,5893718,$0 
5005,Wisconsin,2024-06-17,494,400,"1,074",,$252.71 ,$3.09 ,$15.23 , --,2,5893718,"$1,176 "
5006,Wisconsin,2024-06-24,480,310,"1,035",,$206.48 ,$0.00 ,$14.06 , --,4,5893718,"$2,352 "
5007,Wisconsin,2024-07-01,512,"1,162","1,080",,$251.39 ,$4.20 ,$11.50 , --,1,5893718,$588 
5008,Wisconsin,2024-07-08,318,502,675,,$137.56 ,$64.73 ,$9.13 , --,0,5893718,$0 
